200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,1,1,1,1,200,1,1,1,1,200,200,200,200,200,200,200,200,200,200,5,1,1,1,1,1,1,200,1,1,1,1,1,1,1,1,200,200,200
200,200,200,1,1,5,5,1,120,1,5,1,1,200,200,200,200,200,200,200,200,200,200,5,1,5,5,5,1,1,100,1,1,1,1,1,1,95,1,200,200,200
200,200,200,1,1,1,1,1,200,1,5,1,1,200,200,200,200,200,200,200,200,200,200,1,1,5,1,1,1,1,200,1,1,1,1,1,1,1,1,200,200,200
200,200,200,1,5,5,200,200,200,200,200,1,1,200,200,200,200,200,200,200,200,200,200,1,5,200,200,200,200,200,200,200,200,200,200,1,5,1,5,200,200,200
200,200,200,1,5,1,200,200,200,200,200,1,5,200,200,200,200,200,200,200,200,200,200,1,1,200,200,200,200,200,200,200,200,200,200,1,1,5,1,200,200,200
200,200,200,1,5,1,1,5,200,200,200,1,1,1,200,1,1,1,1,1,5,1,5,1,1,1,1,200,200,200,200,200,200,200,1,1,5,1,1,200,200,200
200,200,200,1,E,1,1,5,200,200,200,5,1,1,110,1,1,5,1,1,5,1,5,5,5,1,1,200,200,200,200,200,200,200,1,1,5,1,1,200,200,200
200,200,200,1,1,1,1,1,200,200,200,5,1,1,200,1,1,5,1,1,1,1,1,1,5,1,1,200,200,200,200,200,200,200,1,1,5,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,5,5,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,90,200,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,1,1,1,1,5,1,200,1,1,5,1,1,200,200,1,5,1,1,1,1,1,5,1,1,1,1,200,1,1,1,1,5,5,1,1,1,200,200,200
200,200,200,1,1,1,1,5,1,80,1,5,5,1,1,200,200,200,5,1,5,5,1,1,5,1,5,5,1,90,1,1,5,1,1,5,1,5,1,200,200,200
200,200,200,5,5,1,1,1,1,200,1,1,1,1,1,5,1,85,1,1,1,5,1,1,1,1,1,1,1,200,1,1,5,1,1,1,1,1,1,200,200,200
200,200,200,1,1,1,200,200,200,200,200,200,5,1,1,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,5,5,1,200,200,200,200,200,200,5,1,1,5,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,1,1,200,200,200,200,200,200,200,200,200,200,75,5,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,1,200,200,200,200,200,200,200,200,200,1,1,5,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,1,200,200,200,200,1,1,5,1,1,5,1,1,1,1,200,200,1,5,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,200,200,200
200,200,200,1,5,5,200,200,200,200,1,1,1,1,1,5,5,5,1,5,5,5,1,5,5,1,1,1,5,1,5,5,1,5,1,5,1,1,1,200,200,200
200,200,200,1,1,1,200,200,200,200,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,5,5,1,200,200,200
200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,200,200,200,200,200,200,200,200,70,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,1,1,1,5,5,5,1,5,1,1,1,1,5,1,1,1,1,200,200,200,1,5,5,1,1,1,5,1,5,1,200,1,5,1,200,200,200
200,200,200,1,1,1,1,5,1,1,1,1,1,1,5,5,1,1,1,1,5,1,200,200,200,1,1,1,1,1,1,5,1,1,1,50,1,1,1,200,200,200
200,200,200,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,1,200,200,200,1,1,5,1,1,1,1,1,1,1,200,1,1,1,200,200,200
200,200,200,1,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200,200,200,200,200,200,5,5,1,200,200,200
200,200,200,5,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,60,200,200,200,200,200,200,200,200,200,1,1,5,200,200,200
200,200,200,1,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,1,5,1,1,1,1,1,1,1,5,1,1,200,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,200,200,200,1,1,1,200,200,200
